gene	s1321	s1996	s1822	s1714	s1224	s1252	s1510	s1900	s1787	s1721	s1486	s1572	s1324	s1649	s1320	s1542	s1281	s1905
HV1H9	0.119298965	-0.613645315	-0.780433655	-0.039892681	-0.388771802	-1.106199265	-0.238786802	0.191141427	-0.176877752	0.233363539	-0.234109968	-0.637429893	-1.230780125	-0.162552997	-0.113656819	-0.745816648	-1.352301836	0.069262594
HV1H12	0.764070868	-0.512951255	0.611075282	2.589327574	0.495131075	-0.199308753	0.106041685	0.925999284	1.167456865	0.660063982	0.170585632	-0.900464296	0.402437508	0.863678455	0.961230397	0.12663345	0.252980649	0.654225111
HV2A2	0.311944097	0.875501394	0.387604177	0.669851363	0.84420526	0.403355718	-0.49032563	0.900464296	0.854149103	0.279460043	-0.608505428	-1.719892144	0.538214266	0.382145613	0.390234083	-0.153474495	0.396890163	0.113656819
HV2A4	0.863118172	1.603772283	3.685156822	1.229867578	3.516134262	1.434682131	1.492396355	3.51201582	11.60358334	11.99905396	2.876603365	-0.012939051	2.0911479	2.288431168	1.317549586	0.162552997	1.341036797	0.762749553
HV2A5	0.625834823	-0.449525863	0.158903539	0.241008028	0.5348773	-0.264897168	-0.224431515	-0.192645192	-0.452512175	-0.346922457	0.251316935	-1.163498759	-0.275634408	-0.2302977	-0.330148727	-0.659659922	1.175258398	0.167294711
HV2A6	0.351472408	0.33324343	0.489655495	0.284729481	0.478920877	1.154328227	-0.224431515	0.900464296	0.835613251	0.667016745	0.469497114	-0.974464953	-0.306331187	0.167294711	0.850423694	0.391686916	-0.048909694	-0.202816993
HV2A11	-0.951090336	-1.288244963	-1.28293395	-0.652076781	-0.143194661	-1.253756642	-0.525090992	-0.884522915	-0.812914371	-1.823969603	-0.798608363	0	-0.845490038	-0.608809233	-1.02202642	-0.659659922	-0.415037572	-0.864648104
HV2B1	0	0.171186626	0.364764273	0	-0.43409583	-0.63226819	-0.075288057	-0.431157231	-0.872620702	-0.624031961	-0.348442554	-0.974464953	-0.938599348	-0.930737376	-0.211504191	-0.393144965	-0.415037572	0.091630399
HV2B4	-0.050626025	-0.798860073	1.752689958	-2.196397305	-0.5963673	1.424315214	-0.5607149	0.341036856	-0.774440289	-0.624031961	0.858999491	-0.876617551	-1.597562551	0.528694272	-0.078609914	-0.013296813	0.476813614	1.326650381
HV2B7	-0.199769497	-1.155794621	-0.448357552	-0.441509724	0.296717465	-0.210035145	-0.732895911	-0.531851292	-0.774440289	-0.989028811	-0.738902032	-0.415037572	-1.064130306	-1.023846745	-1.211504221	-0.680721521	-0.367731839	-1.376148582
HV2B8	0.084533572	-0.181329742	0.611075282	0.07662122	0.022542536	0.207691371	0.094636932	0.415037453	-0.189477772	0.367456526	0.494588047	-0.163498744	-0.13124457	0.208813936	-0.81557548	-0.138827741	0.396890163	-0.330824494
HV2B9	-0.258068085	-0.496831596	-1.28293395	0.567368388	0.942052722	-0.706268787	0.161751196	-1.074000597	-0.294447392	-0.557689548	-0.19346787	-0.698830485	-0.47045064	-0.455003977	-1.113656759	-0.053938918	-0.798366189	-0.422942698
HV2B10	-2.536052704	-2.740756989	-3.189824581	-3.781359911	-3.403722286	-1.691161871	-2.975752115	-1.952694297	-4.215013027	-3.126532078	-1.738902092	-2.719892025	-2.845490217	-2.68280983	-2.044394255	-0.93529439	-1.584962487	-2.68280983
HV2C1	-1.243271112	-1.944290519	-1.604862094	-0.571906328	-1.496831656	-1.443234444	-2.297680378	-1.906890631	-1.630050302	-1.945960164	-2.247915745	-1.485426784	-1.090602517	-0.953457475	-1.520832181	-1.276331306	-1.906890631	-0.760812283
HV2C2	-1.273018479	0.259242833	-0.746881127	-1.35509491	-0.944290519	-1.210035086	-1.210217714	-0.463947147	-1.378511548	-0.843598366	-0.19346787	-0.784987211	-1.201633811	0.023458958	-0.357893705	-0.501397848	0.779609799	-1.097847342
HV2C3	-0.050626025	-0.093866855	0.019628763	-1.108934402	-1.011404753	-0.7842713	-0.774118543	-0.658963144	-1	-1.126532316	-0.556038022	-1.22239244	-0.736965537	0.057947308	-0.316473812	-0.393144965	-0.678071976	0.417990774
HV2C5	-1.303392172	-0.68490386	-0.224040329	-0.571906328	-0.143194661	-0.5346573	-0.795180142	-0.658963144	-1.498805761	-1.78549552	-0.556038022	-0.876617551	-1.230780125	-0.110558406	-0.289506614	-0.410632372	-0.621488452	0.188203692
HV2C6	-0.318822145	-0.721898198	-0.489384949	-0.974004805	-0.418829083	-0.603699088	-0.615856469	0.424026251	-0.956278563	-0.711494803	0.400372714	-0.039170563	-0.369756609	0.177787095	0.095157117	0.691247225	0.51096189	0.487115175
HV2C10	0.301890343	0.386354744	0.167727411	-0.441509724	0.386354744	0.045803726	0.307181597	0.011972636	0.902444839	0.261197835	0.128460199	-0.698830485	0.449130774	0.417990774	0.115477115	0.517217755	0.5607149	0.569108486
HV2C11	-0.303392112	0.655171514	-0.21254468	0.558490276	0.342232227	-0.521236837	0.374744833	-0.463947147	0.02202642	0.251979202	-0.472622037	0.676460803	0.392914712	-0.023846716	-0.02202642	0.064705625	-0.884522915	-0.471305758
HV2C12	-0.398549348	0.812215209	0.424885273	0.172836587	0.33324343	0.389211535	0.42113781	0.232660651	-0.033683091	0.341616482	-0.09037447	-0.597901523	-0.938599348	-0.01187408	0.762960792	-0.124328181	0.881011963	0.278715998
HV2D1	1.311944127	1.495131016	1.043795109	0.847996891	1.364462137	0.175086737	0.739408851	0.800468445	0.011055171	0.701286674	0.64410162	-0.093109481	0.476438105	0.32665047	0.972414136	-0.183221906	-0.061400637	1.234169483
HV2D2	0.508341193	0.259242833	0.843598366	0.531523228	0.011315286	-0.199308753	0.346175671	0.5607149	0.412260503	0.434182614	0.543497682	-0.698830485	-0.216133386	0.553078413	0.268488795	-0.308752775	0.450661361	0.727474093
HV2D3	0.036836863	-0.207324937	0.524420857	0.263034463	0.201139927	0.06372565	0.083141282	0.485426724	0.772048116	0.176030427	0.382561475	0.676460803	-0.436099052	-0.258312047	-0.02202642	0.064705625	-0.263034463	0.167294711
HV2D5	1.555647016	0	1.150025368	0.932885706	0.725560784	-0.167599916	0.215389088	0.951090336	0.835613251	0.938120604	0.839547157	0.843696713	0.546827376	-0.360881776	0.676705003	0.17433016	0.502500296	0.177787095
HV2D9	-0.975337982	-0.130703717	-1.06054163	-0.152003109	-1.057947278	-0.972343564	-0.92844671	-0.862496495	-0.349942446	1.621213078	-1.193467855	-0.741265714	0.012490943	-0.097847372	0.074546874	-0.24462238	-0.640104175	-0.864648104
HV2D12	0.454902023	-0.057947308	-0.295006782	0.485426724	0.066597819	0.107579887	-0.282730103	-0.012072831	-0.378511578	-0.252063215	-0.290143967	0.29067713	0.485426903	-0.097847372	-0.263034463	0	-0.125530913	-0.301380724
HV2E1	-0.975337982	-0.3739748	-1.123735428	-0.211504146	0.066597819	-0.455945432	-0.312787414	-0.321928173	-1.215012789	-1.675871015	-0.128176466	-0.807354987	-0.938599348	-0.422942698	-0.894647121	-0.44625628	-0.08671169	-1.202816963
HV2E2	-0.273018479	0.268703163	-0.780433655	-0.355094969	0.201139927	-0.276124418	-0.406909585	-0.220390171	-0.033683091	-0.843598366	-0.644574642	-0.900464296	0.154509947	-0.035919547	-0.618129373	-1.067744732	0.115477115	-1.123382449
HV2E3	0.454902023	0.249720037	0.341556847	1.316672444	0.64793998	0.36773181	0.172639504	0.476813614	0.05444786	0.261197835	0.270813078	-0.237499341	-0.260527551	0.167294711	0.295455843	0.150678918	0.387730122	1.097168565
HV2E6	0.084533572	-0.093866855	-0.682029903	0.241008028	-0.480889976	-0.589623868	-0.653824329	-0.431157231	-0.215012833	-1.305502534	-0.440560758	-0.578536272	-0.938599348	-1.230297685	-0.978304982	-0.358793378	-0.048909694	-1.023846745
HV2E7	0.048909694	-0.011404753	0.729038715	0.702455997	0.588744104	0.43812108	0.576788604	0.786596298	0.263034374	1.01642561	-0.166995689	-0.012939051	0.283792973	-0.123382434	0.455451638	-0.168271482	0.191141427	0.544996023
HV2E8	0.472935945	-0.081794024	0.82698369	1.10738349	0.23048383	0.832400084	-0.692818403	1.206851482	1.573822021	0.054039925	0.346265346	-0.741265714	-0.695742965	-0.455003977	0.043068677	-0.393144965	0.981852531	1.377601624
HV2E12	0.218834668	-0.03448835	-0.091792524	0.686245799	0.044738263	0.045803726	0	0.081794024	-0.045087844	-0.375211477	0.180927575	0.099535719	-0.38605839	0.113656819	-0.224215224	-0.375867009	0.66296494	0.102685571
HV2F2	-0.648527563	-0.43409583	-0.780433655	-0.355094969	0.066597819	-0.157183319	-0.075288057	0.011972636	-0.736965597	-0.823969543	0.180927575	-0.503574133	-0.369756609	-0.149377629	-0.618129373	-0.153474495	0.485426724	-0.953457475
HV2F4	0.107803315	0.640671968	1.180862784	0.593679667	-0.118320003	0.678071976	0.172639504	-0.024247661	-0.452512175	-0.011055171	-0.304499239	-0.397963941	0.512062013	-0.286881179	0.415037423	0.220500305	1.273018479	0.705887318
HV2F5	1.102020979	1.377637506	1.172119141	1.070389271	0.906133175	0.353232265	1.178053021	1.947977662	1.635843635	1.256595969	-0.153939545	-0.079434559	1.411897779	0.669175506	0.756505728	0.731661439	0.51096189	-1.843274593
HV2F6	0.361187547	-0.388771802	0.544885039	-0.039892681	0.161062419	0.175086737	0.215389088	0.387730122	-0.091630399	0.075101525	0.364527553	-0.637429893	0.165737197	0.124545127	0.259386629	-0.341919601	0.51096189	0.803972244
HV2F8	-0.07662122	-0.168505713	0.496675849	0.644905031	-0.220500305	0.18330723	0	0.115477115	-0.022367805	0.251979202	0.551490426	-0.364411414	-0.173064709	-0.085247353	-0.044394225	0.571665645	0.035623878	-0.07275641
HV2G1	-0.500428975	-0.703282475	-0.589911699	-1.166649818	-0.759865999	0.175086737	0.393481374	-0.798366189	-0.793549061	-1.305502534	0.658974886	-0.252766073	-0.716207027	-0.487793863	-0.137503535	-0.46440357	-0.697437286	-0.360881776
HV2G2	-0.61005342	-0.220500305	-0.666262627	-0.338416219	0.109347403	-0.116253078	-0.154722616	-0.074000657	-0.647328377	-0.389566749	-0.077990755	-0.637429893	-0.306331187	0	-0.474538594	-0.153474495	0.519374132	-0.822212934
HV2G8	-0.880701065	-0.43409583	-0.682029903	-0.758992016	-0.4651227	-0.126377285	-0.905363083	-1.263034463	-0.682517767	-1.22606802	-1.065712452	-0.617530346	-0.290901184	-0.407175392	-1.316473842	-1.095759034	-0.71706605	-0.407175392
HV2G11	0.301890343	1.016939878	1.123058438	2.355631351	2.292086124	1.166819096	1.691004157	1.441837549	2.698731184	2.021859646	1.738144994	1.822001696	2.015596867	1.834134102	2.162620068	1.287098169	0.459431529	1.47865355
HV2G12	0.696607947	0.837863803	0.752689958	2.508659124	1.268703103	1.289929628	1.204819798	1.540192604	2.246758938	1.972201467	1.644101501	1.253341079	1.247267127	1.09163034	1.832122803	1.319278479	1.297680497	1.183004737
HV2H3	0.869939446	0.210987687	0.51061511	0.038819224	-0.68490386	0.286118031	-0.374848306	0.432959378	1.225559711	-0.011055171	0.170585632	0.478047192	-0.260527551	-0.01187408	0.304333955	0.026231512	-0.383328676	0.113656819
HV2H5	-1.366127968	-0.83893764	-0.904422402	-1.0809201	-0.83893764	-0.210035145	-0.951905608	-0.415037572	1.196800828	0.146486193	-0.456502378	-0.503574133	-1.012600064	-0.097847372	-0.854569554	-0.659659922	-1.074000597	-1.407175422
HV2H7	-0.770518064	-0.922595441	-0.61996901	-1.226770878	-0.759865999	-1.298844457	-0.732895911	0.10433656	-0.498805791	0.195395738	-0.261854947	0.192645028	-0.523561895	-1.345774889	-0.343954533	-0.428334355	-0.431157231	-1.645335197
HV2H8	0.633872151	1.558209777	1.206780076	0.284729481	0.918205976	1.094563007	1.360530972	0.655351758	0.570089221	0.79312551	0.417966753	-1.025995135	-0.038135082	0.600644112	-0.343954533	-0.768184423	0.212050408	1.302882314
HV2H9	0.164386809	-0.403722197	-0.886043787	0.51326102	-0.274439216	-1.167599916	-0.182203323	-0.048909694	-0.045087844	1.027273059	-0.24791576	-0.381090164	0.241972849	0.47865358	-0.568660796	1.120558858	0.396890163	0.400179535
HV3A2	-0.214124769	-0.118320003	0.132103503	-0.42380774	0.240134001	-0.298844457	-0.253286362	-0.480625868	-0.308122307	-0.641105533	-0.166995689	-0.657607853	-0.145050347	0.208813936	-0.635003209	-0.229025543	0.592955172	-1.123382449
HV3A5	-0.591194451	-0.880160213	-0.904422402	-0.257797748	-0.922595441	-0.494764626	-2.795180082	-0.463947147	0.177304596	-1.904139996	-0.681568921	-0.762960792	-2.386058569	-1.230297685	-1.263034463	-1.482782125	-1	-0.258312047
HV3A8	-0.228624329	0.033683091	0.132103503	0.284729481	0.140598327	0.175086737	-0.210217685	0.387730122	-0.718586981	-0.389566749	0.241469175	-0.637429893	-0.216133386	0.426814646	0.710493445	0.209095553	0.576925099	-0.330824494
HV3A10	0.800230503	0.462526441	-0.070883542	-0.026472181	0.033683091	-0.418143421	0.246640012	-0.024247661	-0.579424262	-0.200532943	-0.290143967	0.075288057	-0.38605839	-0.391578555	-0.357893705	-0.59825933	0.169924974	-0.202816993
HV3A11	1.113562584	-0.77923131	1.189553738	0.883976161	1.044738293	0.417362571	1.225881457	0.85466063	0.966316938	-0.389566749	0.994159102	1.258734226	0.854949713	1.124545097	0.584962487	0.980008543	-0.206450984	0.102685571
HV3B1	-0.554200172	-1.10604167	-1.06054163	-0.305626333	0.739235759	-1.418143511	-0.542792976	-1.415037632	-0.349942446	-1.360997677	-0.839830995	-0.637429893	-0.716207027	-0.608809233	-1.834940791	-0.124328181	-1.415037632	-1.504472613
HV3B3	-0.975337982	-1.666756511	-1.382469654	-0.389042377	-1.562419891	-1.548203945	-1.882642984	-0.798366189	-0.793549061	-1.079226613	-0.903961301	-0.678071976	-0.597562492	-1.345774889	-0.854569554	-0.93529439	-0.929610729	-0.663950861
HV3B4	0.896906614	1.225634456	0.980100513	0.229867473	0.739235759	0.806024671	0.905259609	0.786596298	0.966316938	0.617628694	1.226570249	0.215012833	0.154509947	0.444302052	0.66296494	0.40174067	0.159198582	-0.301380724
HV3B5	-0.880701065	-0.449525863	-0.421640217	-0.166649863	-0.562419891	-1.721535563	-0.615856469	-0.640104175	-0.294447392	-0.525628269	0.160169035	-0.397963941	0.20979248	-1.202816963	-0.568660796	0.460634291	-0.976153255	-0.555697978
HV3B6	0.593230128	0.088130951	1	-0.355094969	0.268703163	1.141728163	1.199506044	0.736965537	0.866375446	0.332899243	1.304309964	1.025534987	1.102877259	-0.590887368	0.222392291	-1.124328136	0.387730122	-0.645335197
HV3B11	-0.025090963	-0.194268793	-0.21254468	0.172836587	0.296717465	-1.146841407	-0.26793313	-0.621488452	-0.812914371	-0.494264126	-0.505411923	-0.381090164	-0.578703523	-0.2302977	-0.777607679	0.265238583	-1	-0.097847372
HV3B12	0.568283796	0.837863803	1.223803401	0.101283252	0.022542536	1.032214642	0.50967437	0.544320464	0.281413049	0.482276946	0.551490426	-1.381090164	0.27345103	0.288431138	0.33931008	0	0.081794024	0.503890872
HV3C1	-0.61005342	-0.988684714	-0.682029903	0.051530257	-0.344828486	-0.310340106	-0.037152976	-0.399095953	-0.774440289	-0.607158184	-0.590803444	-0.065887876	-0.716207027	-0.301380724	-1.137503505	0.039170563	-0.884522915	-0.721283972
HV3C3	0.218834668	-0.359328032	0.27778095	-0.108934425	0.573557734	-0.264897168	-0.168397546	0.047305673	-0.647328377	-0.573991299	0.29957208	0.362570107	-0.578703523	0.391190737	0.095157117	0.498602092	-0.178970277	0.741687894
HV3C4	0.036836863	0.022542536	-0.980371237	-0.495957553	0.033683091	-0.990722179	0.059871539	-0.567040682	-0.452512175	-1.748020768	-0.318998784	-0.052467376	-0.369756609	-0.060372695	-0.81557548	0.562732518	-0.352301806	-1.760812283
HV3C8	-0.350186288	1.412194848	0.865457892	0.773229122	1.125057459	0.2157287	0.981543064	0.693022251	0.650057554	0.610433221	0.062871784	-1.025995135	0.86875546	0.373043448	0.676705003	-0.24462238	1.035623908	0.577057362
HV3C10	-0.143735498	0.603772342	0.489655495	0.418312609	0.936127901	0.133266568	0.466085136	-0.33703506	-0.422454894	-0.404066294	-0.24791576	-1.106915236	0.546827376	0.713118792	0.135514945	-0.375867009	0.10433656	0.011777163
HV3C11	-0.214124769	0.478920877	0.598078012	0.418312609	0.011315286	0.424315333	0.943905473	0.415037453	0.642968178	0.458430141	1.382561445	0.541373193	0.546827376	0.268934995	0.850423694	0.243042842	-0.497499675	0.783508062
HV3C12	0.07275641	0.881680012	0.269607008	0.252063215	-0.022900403	0.199609041	0.139724776	0.081794024	0.420575708	0.466422886	0.005840898	-0.192645058	0.383328676	-0.52134639	0.259386629	-0.723790228	0.647698224	0.92724359
HV3D1	0.741931915	-1.944290519	-1.040077567	-0.67283529	-1.207324982	-0.178092301	-0.975752354	-0.549338698	0.326360375	1.095860004	-1.193467855	-1.134929657	0.154509947	-0.330824494	1.037754893	-0.790904462	-0.884522915	-1.573185444
HV3D2	-0.398549348	-0.181329742	0.00984776	-0.196397275	-0.631132722	-0.167599916	-0.114458621	0.011972636	-0.115477115	0.536432624	-0.522090673	-0.065887876	-0.47045064	-0.316027492	0.095157117	-0.790904462	0.180572212	0.259087235
HV3D4	-1.903784633	-0.43409583	0.503662348	-2.321928263	-2.288244963	0.768269777	-0.049752995	-1.024247646	-3.022367954	-2.573991299	-1.065712452	-1.678071976	-2.675565004	-1.471305728	-1.584962487	0.340340078	-0.463947147	-1.258312106
HV3D5	-0.951090336	-1.181329727	-0.604862154	-0.715270519	-0.43409583	-1.106199265	-0.92844671	-0.415037572	-1.09163034	0.204981774	-1.166995645	-0.974464953	-0.260527551	-0.760812283	-0.520832181	-0.260389686	-1	-0.645335197
HV3D6	-1.688055873	-0.944290519	-1.123735428	-2.026472092	-2.288244963	-0.63226819	-0.905363083	-0.178970277	-1.215012789	-0.883675873	-0.903961301	-0.397963941	-0.051074132	-1.345774889	-0.474538594	-0.276331306	0.047305673	-1
HV3D7	-2.157541275	-1.130703688	-1.102361679	-1.571906328	-1.4651227	-1.210035086	-0.795180142	-0.884522915	-1.562936068	-0.924898505	-0.318998784	-0.762960792	-0.655665398	-0.701918721	-0.429684311	-0.482782185	-0.862496495	-0.760812283
HV3D9	-0.398549348	-0.260764301	-0.941897094	0.986824572	0.033683091	-0.047305703	0.42113781	0.292781711	0.592342138	0.624788523	0.231553704	0.372554183	0.383328676	0.229133934	0.084888816	0.089796588	-0.399095953	-0.438884318
HV3E5	-0.749456525	0.201139927	0.261386514	0.437808752	0.31509614	-0.287439704	-0.141175926	0.44183749	0.493332118	0.595933676	0.149676651	0.301169515	0.430634379	0.400179535	0.40681693	-0.109972902	0.035623878	0.7487427
HV3E6	0.260960102	0.759508252	0.293991148	0.593679667	-0.388771802	-0.076452017	0.128584221	-0.306977779	-0.115477115	-0.924898505	-0.456502378	-0.381090164	-0.987509072	-0.316027492	-0.489805341	-0.578359783	-0.292180777	0.98812592
HV3E7	0.955800176	0.171186626	1.090946078	1.753915668	1.23048389	0.396300912	0.551985264	0.786596298	-0.164386809	0.617628694	0.688269258	0.203872278	-0.158989534	0.219009727	1.364996791	0.411724746	0.807354808	1.945779562
HV3E10	0.107803315	0.130256385	0.954833627	1.076621294	0.558209777	0.746243358	0.824716091	1.017921925	1.617877245	1.242701411	0.884534478	1.105534434	0.981058478	0.561115742	0.463400513	0.013175368	0.616671324	-0.244236887
HV3E11	-3.688055754	-2.403722286	-2.666262627	-1.166649818	-2.233797073	-2.146841526	-4.882642746	-2.658963203	-2.852442741	-4.711494923	-1.456502438	-3	-3.845490217	-1.760812283	-2.652076721	-2.960829496	-2.584962368	-3.123382568
HV3F1	1.472935915	0.462526441	-0.421640217	1.195920229	1.390693665	0.353232265	-3.297680378	0.485426724	2.032914639	0.185745567	-1.065712452	-1.315501928	-0.655665398	-0.645335197	-0.935869694	-1.861293674	-1.352301836	2.887844801
HV3F6	0.649813771	0.140598327	0.995050788	-0.273565054	0.478920877	1.544054508	0.194172636	0.44183749	0.841818333	0.21450457	0.73112464	0.050626025	0.373678505	0.945779443	0.455451638	0.67475909	0.33151406	-0.330824494
HV3F7	0.048909694	0.377637506	-0.832272649	0.993427336	0.437580109	-2.106199265	-1.882642984	-0.514573276	0.635843754	0.367456526	1.964533925	-0.637429893	0.833990097	0.382145613	0.730392933	-0.501397848	-2.15200305	0.951905608
HV3F12	-0.688055873	-1.155794621	-0.531613111	0.531523228	-0.496831596	0.207691371	-1.238786817	-0.621488452	-0.736965597	-1.78549552	-0.662953258	-0.597901523	-0.845490038	0.080489844	-0.343954533	-0.59825933	0.387730122	-0.608809233
HV3G2	0.704261422	0.412194788	-0.295006782	0.038819224	0.18124038	-0.009337902	0.083141282	0.126532286	0.326360375	0.233363539	0.128460199	-0.678071976	0.354182363	0.259087235	0.5776577	0.507939994	0.369233727	0.177787095
HV3G5	-0.415037453	-0.418829083	0.123058379	0.038819224	0	-0.721535563	-0.154722616	-0.099535719	-0.227951884	-0.389566749	0.062871784	-0.521952748	0.154509947	-0.286881179	0.174774319	-0.168271482	-0.840801418	-0.345774889
HV3G7	0.218834668	-0.316259354	1.265502572	-0.514573216	-0.069821388	-0.167599916	0.059871539	0.387730122	0.127379328	-0.138605118	0.95251143	0.411813557	-0.090602458	0.177787095	0.77578485	0.460634291	-0.777607679	0.307667345
